time_s,x1_km,y1_km,z1_km,x2_km,y2_km,z2_km,distance_km
3985.585586,-2827.272374,-6403.482482,0.000000,-2827.372606,-4.039104,-6403.455719,9053.017215
3992.792793,-2777.434828,-6425.256618,0.000000,-2777.535490,-3.967908,-6425.230526,9083.861295
4000.000000,-2727.429616,-6446.642879,0.000000,-2727.530702,-3.896472,-6446.617464,9114.157009
4007.207207,-2677.259757,-6467.639974,0.000000,-2677.361261,-3.824802,-6467.615239,9143.902530
4014.414414,-2626.928279,-6488.246636,0.000000,-2627.030197,-3.752900,-6488.222587,9173.096061
4021.621622,-2576.438220,-6508.461621,0.000000,-2576.540547,-3.680772,-6508.438261,9201.735842
4028.828829,-2525.792629,-6528.283709,0.000000,-2525.895360,-3.608422,-6528.261042,9229.820142
4036.036036,-2474.994562,-6547.711703,0.000000,-2475.097694,-3.535854,-6547.689734,9257.347266
4043.243243,-2424.047088,-6566.744431,0.000000,-2424.150615,-3.463072,-6566.723163,9284.315554
4050.450450,-2372.953282,-6585.380743,0.000000,-2373.057197,-3.390082,-6585.360181,9310.723377
4057.657658,-2321.716227,-6603.619515,0.000000,-2321.820526,-3.316886,-6603.599663,9336.569140
4064.864865,-2270.339018,-6621.459646,0.000000,-2270.443694,-3.243491,-6621.440508,9361.851286
4072.072072,-2218.824754,-6638.900060,0.000000,-2218.929803,-3.169900,-6638.881640,9386.568286
4079.279279,-2167.176547,-6655.939702,0.000000,-2167.281963,-3.096117,-6655.922004,9410.718650
4086.486486,-2115.397513,-6672.577546,0.000000,-2115.503291,-3.022148,-6672.560574,9434.300919
4093.693694,-2063.490778,-6688.812586,0.000000,-2063.596915,-2.947996,-6688.796343,9457.313670
4100.900901,-2011.459478,-6704.643843,0.000000,-2011.565966,-2.873666,-6704.628334,9479.755515
4108.108108,-1959.306752,-6720.070361,0.000000,-1959.413586,-2.799162,-6720.055589,9501.625097
4115.315315,-1907.035749,-6735.091209,0.000000,-1907.142922,-2.724490,-6735.077178,9522.921099
4122.522523,-1854.649625,-6749.705481,0.000000,-1854.757131,-2.649653,-6749.692194,9543.642233
4129.729730,-1802.151540,-6763.912294,0.000000,-1802.259375,-2.574656,-6763.899756,9563.787250
4136.936937,-1749.544665,-6777.710790,0.000000,-1749.652823,-2.499504,-6777.699004,9583.354933
4144.144144,-1696.832175,-6791.100138,0.000000,-1696.940651,-2.424201,-6791.089107,9602.344102
4151.351351,-1644.017253,-6804.079529,0.000000,-1644.126041,-2.348751,-6804.069256,9620.753610
4158.558559,-1591.103088,-6816.648178,0.000000,-1591.212180,-2.273160,-6816.638668,9638.582346
4165.765766,-1538.092873,-6828.805329,0.000000,-1538.202264,-2.197432,-6828.796585,9655.829234
4172.972973,-1484.989808,-6840.550247,0.000000,-1485.099492,-2.121571,-6840.542272,9672.493233
4180.180180,-1431.797099,-6851.882223,0.000000,-1431.907070,-2.045582,-6851.875020,9688.573337
4187.387387,-1378.517957,-6862.800573,0.000000,-1378.628209,-1.969469,-6862.794146,9704.068577
4194.594595,-1325.155597,-6873.304639,0.000000,-1325.266126,-1.893237,-6873.298990,9718.978016
4201.801802,-1271.713243,-6883.393786,0.000000,-1271.824041,-1.816891,-6883.388919,9733.300754
4209.009009,-1218.194120,-6893.067405,0.000000,-1218.305181,-1.740436,-6893.063323,9747.035928
4216.216216,-1164.601459,-6902.324913,0.000000,-1164.712776,-1.663875,-6902.321619,9760.182709
4223.423423,-1110.938495,-6911.165751,0.000000,-1111.050062,-1.587214,-6911.163248,9772.740302
4230.630631,-1057.208467,-6919.589385,0.000000,-1057.320278,-1.510458,-6919.587676,9784.707950
4237.837838,-1003.414619,-6927.595307,0.000000,-1003.526668,-1.433610,-6927.594395,9796.084931
4245.045045,-949.560198,-6935.183034,0.000000,-949.672479,-1.356675,-6935.182921,9806.870558
4252.252252,-895.648455,-6942.352108,0.000000,-895.760961,-1.279659,-6942.352797,9817.064181
4259.459459,-841.682645,-6949.102096,0.000000,-841.795370,-1.202565,-6949.103590,9826.665183
4266.666667,-787.666027,-6955.432592,0.000000,-787.778963,-1.125399,-6955.434893,9835.672986
4273.873874,-733.601859,-6961.343212,0.000000,-733.715000,-1.048164,-6961.346323,9844.087047
4281.081081,-679.493406,-6966.833600,0.000000,-679.606747,-0.970867,-6966.837524,9851.906856
4288.288288,-625.343935,-6971.903425,0.000000,-625.457468,-0.893511,-6971.908164,9859.131944
4295.495495,-571.156713,-6976.552381,0.000000,-571.270433,-0.816101,-6976.557938,9865.761873
4302.702703,-516.935014,-6980.780188,0.000000,-517.048913,-0.738641,-6980.786564,9871.796243
4309.909910,-462.682108,-6984.586590,0.000000,-462.796180,-0.661137,-6984.593788,9877.234691
4317.117117,-408.401273,-6987.971358,0.000000,-408.515510,-0.583594,-6987.979381,9882.076888
4324.324324,-354.095784,-6990.934288,0.000000,-354.210179,-0.506015,-6990.943137,9886.322542
4331.531532,-299.768919,-6993.475201,0.000000,-299.883467,-0.428405,-6993.484878,9889.971398
4338.738739,-245.423958,-6995.593943,0.000000,-245.538652,-0.350770,-6995.604451,9893.023234
4345.945946,-191.064181,-6997.290387,0.000000,-191.179014,-0.273113,-6997.301728,9895.477867
4353.153153,-136.692871,-6998.564431,0.000000,-136.807836,-0.195440,-6998.576607,9897.335150
4360.360360,-82.313310,-6999.415998,0.000000,-82.428399,-0.117755,-6999.429010,9898.594969
4367.567568,-27.928779,-6999.845036,0.000000,-28.043987,-0.040063,-6999.858886,9899.257250
4374.774775,26.457437,-6999.851520,0.000000,26.342119,0.037632,-6999.866210,9899.321952
4381.981982,80.842057,-6999.435450,0.000000,80.726634,0.115324,-6999.450982,9898.789072
4389.189189,135.221796,-6998.596851,0.000000,135.106276,0.193009,-6998.613226,9897.658642
4396.396396,189.593373,-6997.335773,0.000000,189.477763,0.270683,-6997.352993,9895.930730
4403.603604,243.953504,-6995.652293,0.000000,243.837811,0.348340,-6995.670359,9893.605442
4410.810811,298.298909,-6993.546512,0.000000,298.183140,0.425976,-6993.565427,9890.682917
4418.018018,352.626307,-6991.018559,0.000000,352.510469,0.503586,-6991.038323,9887.163332
4425.225225,406.932418,-6988.068585,0.000000,406.816519,0.581166,-6988.089199,9883.046900
4432.432432,461.213964,-6984.696769,0.000000,461.098010,0.658711,-6984.718235,9878.333869
4439.639640,515.467669,-6980.903315,0.000000,515.351667,0.736217,-6980.925634,9873.024525
4446.846847,569.690257,-6976.688451,0.000000,569.574215,0.813677,-6976.711624,9867.119187
4454.054054,623.878455,-6972.052432,0.000000,623.762380,0.891089,-6972.076461,9860.618213
4461.261261,678.028991,-6966.995539,0.000000,677.912891,0.968447,-6967.020424,9853.521995
4468.468468,732.138599,-6961.518076,0.000000,732.022479,1.045746,-6961.543819,9845.830962
4475.675676,786.204009,-6955.620375,0.000000,786.087879,1.122983,-6955.646975,9837.545578
4482.882883,840.221960,-6949.302791,0.000000,840.105825,1.200151,-6949.330251,9828.666344
4490.090090,894.189190,-6942.565707,0.000000,894.073059,1.277247,-6942.594026,9819.193795
4497.297297,948.102442,-6935.409528,0.000000,947.986321,1.354266,-6935.438707,9809.128504
4504.504505,1001.958460,-6927.834687,0.000000,1001.842358,1.431203,-6927.864728,9798.471079
4511.711712,1055.753995,-6919.841642,0.000000,1055.637917,1.508054,-6919.872544,9787.222163
4518.918919,1109.485798,-6911.430875,0.000000,1109.369753,1.584814,-6911.462639,9775.382434
4526.126126,1163.150626,-6902.602894,0.000000,1163.034621,1.661478,-6902.635520,9762.952610
4533.333333,1216.745240,-6893.358232,0.000000,1216.629282,1.738042,-6893.391721,9749.933438
4540.540541,1270.266403,-6883.697447,0.000000,1270.150501,1.814501,-6883.731799,9736.325707
4547.747748,1323.710886,-6873.621122,0.000000,1323.595046,1.890850,-6873.656338,9722.130237
4554.954955,1377.075463,-6863.129866,0.000000,1376.959692,1.967085,-6863.165946,9707.347885
4562.162162,1430.356912,-6852.224313,0.000000,1430.241218,2.043202,-6852.261256,9691.979545
4569.369369,1483.552016,-6840.905120,0.000000,1483.436406,2.119195,-6840.942928,9676.026144
4576.576577,1536.657564,-6829.172972,0.000000,1536.542047,2.195060,-6829.211643,9659.488644
4583.783784,1589.670350,-6817.028576,0.000000,1589.554933,2.270793,-6817.068111,9642.368046
4590.990991,1642.587176,-6804.472666,0.000000,1642.471866,2.346388,-6804.513064,9624.665381
4598.198198,1695.404845,-6791.506000,0.000000,1695.289650,2.421842,-6791.547262,9606.381720
4605.405405,1748.120172,-6778.129361,0.000000,1748.005097,2.497150,-6778.171485,9587.518166
4612.612613,1800.729971,-6764.343556,0.000000,1800.615026,2.572307,-6764.386543,9568.075857
4619.819820,1853.231068,-6750.149418,0.000000,1853.116261,2.647309,-6750.193267,9548.055969
4627.027027,1905.620294,-6735.547803,0.000000,1905.505632,2.722151,-6735.592514,9527.459709
4634.234234,1957.894486,-6720.539594,0.000000,1957.779976,2.796829,-6720.585166,9506.288320
4641.441441,2010.050489,-6705.125696,0.000000,2009.936139,2.871337,-6705.172128,9484.543082
4648.648649,2062.085154,-6689.307040,0.000000,2061.970971,2.945673,-6689.354332,9462.225307
4655.855856,2113.995342,-6673.084580,0.000000,2113.881332,3.019830,-6673.132732,9439.336342
4663.063063,2165.777916,-6656.459297,0.000000,2165.664089,3.093806,-6656.508308,9415.877569
4670.270270,2217.429752,-6639.432194,0.000000,2217.316115,3.167594,-6639.482062,9391.850404
4677.477477,2268.947732,-6622.004300,0.000000,2268.834293,3.241192,-6622.055024,9367.256299
4684.684685,2320.328746,-6604.176665,0.000000,2320.215513,3.314594,-6604.228245,9342.096738
4691.891892,2371.569693,-6585.950367,0.000000,2371.456672,3.387795,-6586.002801,9316.373239
4699.099099,2422.667480,-6567.326506,0.000000,2422.554678,3.460792,-6567.379793,9290.087356
4706.306306,2473.619021,-6548.306206,0.000000,2473.506446,3.533581,-6548.360346,9263.240676
4713.513514,2524.421242,-6528.890616,0.000000,2524.308902,3.606156,-6528.945606,9235.834819
4720.720721,2575.071075,-6509.080907,0.000000,2574.958978,3.678513,-6509.136746,9207.871440
4727.927928,2625.565463,-6488.878276,0.000000,2625.453617,3.750648,-6488.934963,9179.352227
4735.135135,2675.901358,-6468.283942,0.000000,2675.789770,3.822557,-6468.341476,9150.278902
4742.342342,2726.075722,-6447.299149,0.000000,2725.964399,3.894235,-6447.357527,9120.653221
4749.549550,2776.085525,-6425.925163,0.000000,2775.974475,3.965678,-6425.984385,9090.476971
4756.756757,2825.927751,-6404.163275,0.000000,2825.816980,4.036881,-6404.223339,9059.751974
4763.963964,2875.599389,-6382.014798,0.000000,2875.488905,4.107841,-6382.075702,9028.480085
4771.171171,2925.097440,-6359.481070,0.000000,2924.987252,4.178553,-6359.542813,8996.663192
4778.378378,2974.418917,-6336.563451,0.000000,2974.309033,4.249013,-6336.626030,8964.303216
4785.585586,3023.560843,-6313.263325,0.000000,3023.451270,4.319216,-6313.326738,8931.402111
4792.792793,3072.520251,-6289.582098,0.000000,3072.410996,4.389159,-6289.646343,8897.961863
4800.000000,3121.294186,-6265.521200,0.000000,3121.185256,4.458836,-6265.586276,8863.984490
4807.207207,3169.879705,-6241.082083,0.000000,3169.771107,4.528244,-6241.147987,8829.472044
4814.414414,3218.273874,-6216.266223,0.000000,3218.165616,4.597379,-6216.332953,8794.426608
4821.621622,3266.473772,-6191.075118,0.000000,3266.365861,4.666237,-6191.142672,8758.850297
4828.828829,3314.476489,-6165.510288,0.000000,3314.368934,4.734813,-6165.578664,8722.745260
4836.036036,3362.279127,-6139.573278,0.000000,3362.171935,4.803103,-6139.642472,8686.113676
4843.243243,3409.878800,-6113.265652,0.000000,3409.771979,4.871103,-6113.335663,8648.957758
4850.450450,3457.272637,-6086.589000,0.000000,3457.166194,4.938809,-6086.659825,8611.279747
4857.657658,3504.457776,-6059.544931,0.000000,3504.351717,5.006217,-6059.616567,8573.081918
4864.864865,3551.431369,-6032.135077,0.000000,3551.325702,5.073322,-6032.207523,8534.366577
4872.072072,3598.190581,-6004.361094,0.000000,3598.085312,5.140122,-6004.434346,8495.136061
4879.279279,3644.732588,-5976.224659,0.000000,3644.627726,5.206611,-5976.298714,8455.392739
4886.486486,3691.054581,-5947.727470,0.000000,3690.950134,5.272786,-5947.802325,8415.139010
4893.693694,3737.153763,-5918.871247,0.000000,3737.049738,5.338642,-5918.946900,8374.377304
4900.900901,3783.027352,-5889.657733,0.000000,3782.923757,5.404177,-5889.734180,8333.110082
4908.108108,3828.672580,-5860.088690,0.000000,3828.569420,5.469385,-5860.165929,8291.339835
4915.315315,3874.086691,-5830.165904,0.000000,3873.983975,5.534263,-5830.243932,8249.069084
4922.522523,3919.266944,-5799.891181,0.000000,3919.164678,5.598807,-5799.969995,8206.300382
4929.729730,3964.210612,-5769.266349,0.000000,3964.108803,5.663013,-5769.345945,8163.036309
4936.936937,4008.914981,-5738.293256,0.000000,4008.813637,5.726877,-5738.373631,8119.279477
4944.144144,4053.377352,-5706.973774,0.000000,4053.276481,5.790395,-5707.054924,8075.032530
4951.351351,4097.595042,-5675.309791,0.000000,4097.494651,5.853564,-5675.391713,8030.298137
4958.558559,4141.565382,-5643.303220,0.000000,4141.465477,5.916379,-5643.385911,7985.079000
4965.765766,4185.285717,-5610.955993,0.000000,4185.186306,5.978838,-5611.039449,7939.377847
4972.972973,4228.753409,-5578.270063,0.000000,4228.654498,6.040935,-5578.354280,7893.197438
4980.180180,4271.965835,-5545.247401,0.000000,4271.867431,6.102668,-5545.332377,7846.540561
4987.387387,4314.920385,-5511.890003,0.000000,4314.822496,6.164032,-5511.975733,7799.410030
4994.594595,4357.614467,-5478.199880,0.000000,4357.517099,6.225024,-5478.286361,7751.808692
5001.801802,4400.045502,-5444.179069,0.000000,4399.948663,6.285641,-5444.266296,7703.739422
5009.009009,4442.210930,-5409.829623,0.000000,4442.114627,6.345878,-5409.917593,7655.205120
5016.216216,4484.108205,-5375.153615,0.000000,4484.012446,6.405732,-5375.242323,7606.208717
5023.423423,4525.734799,-5340.153138,0.000000,4525.639589,6.465199,-5340.242581,7556.753170
5030.630631,4567.088200,-5304.830305,0.000000,4566.993546,6.524276,-5304.920479,7506.841465
5037.837838,4608.165911,-5269.187248,0.000000,4608.071820,6.582960,-5269.278148,7456.476614
5045.045045,4648.965452,-5233.226118,0.000000,4648.871931,6.641246,-5233.317742,7405.661658
5052.252252,4689.484361,-5196.949087,0.000000,4689.391417,6.699131,-5197.041429,7354.399663
5059.459459,4729.720192,-5160.358346,0.000000,4729.627831,6.756611,-5160.451401,7302.693726
5066.666667,4769.670514,-5123.456102,0.000000,4769.578744,6.813684,-5123.549867,7250.546967
5073.873874,4809.332918,-5086.244584,0.000000,4809.241745,6.870345,-5086.339054,7197.962536
5081.081081,4848.705009,-5048.726038,0.000000,4848.614440,6.926592,-5048.821208,7144.943605
5088.288288,4887.784411,-5010.902728,0.000000,4887.694452,6.982421,-5010.998595,7091.493375
5095.495495,4926.568765,-4972.776938,0.000000,4926.479423,7.037828,-4972.873496,7037.615073
5102.702703,4965.055730,-4934.350969,0.000000,4964.967011,7.092810,-4934.448214,6983.311951
5109.909910,5003.242982,-4895.627139,0.000000,5003.154894,7.147364,-4895.725067,6928.587285
5117.117117,5041.128217,-4856.607789,0.000000,5041.040766,7.201487,-4856.706394,6873.444382
5124.324324,5078.709147,-4817.295273,0.000000,5078.622339,7.255175,-4817.394551,6817.886570
5131.531532,5115.983504,-4777.691965,0.000000,5115.897345,7.308425,-4777.791910,6761.917204
5138.738739,5152.949037,-4737.800254,0.000000,5152.863534,7.361234,-4737.900863,6705.539660
5145.945946,5189.603516,-4697.622550,0.000000,5189.518676,7.413598,-4697.723816,6648.757344
5153.153153,5225.944729,-4657.161277,0.000000,5225.860557,7.465515,-4657.263195,6591.573680
5160.360360,5261.970481,-4616.418877,0.000000,5261.886984,7.516981,-4616.521443,6533.992123
5167.567568,5297.678599,-4575.397809,0.000000,5297.595783,7.567994,-4575.501018,6476.016146
5174.774775,5333.066926,-4534.100551,0.000000,5332.984798,7.618550,-4534.204398,6417.649251
5181.981982,5368.133327,-4492.529595,0.000000,5368.051891,7.668646,-4492.634075,6358.894962
5189.189189,5402.875683,-4450.687452,0.000000,5402.794948,7.718278,-4450.792559,6299.756826
5196.396396,5437.291899,-4408.576647,0.000000,5437.211869,7.767446,-4408.682375,6240.238412
5203.603604,5471.379897,-4366.199722,0.000000,5471.300579,7.816144,-4366.306066,6180.343313
5210.810811,5505.137620,-4323.559235,0.000000,5505.059020,7.864370,-4323.666190,6120.075144
5218.018018,5538.563029,-4280.657759,0.000000,5538.485153,7.912122,-4280.765319,6059.437543
5225.225225,5571.654108,-4237.497884,0.000000,5571.576962,7.959396,-4237.606044,5998.434171
5232.432432,5604.408860,-4194.082215,0.000000,5604.332449,8.006189,-4194.190970,5937.068709
5239.639640,5636.825305,-4150.413374,0.000000,5636.749636,8.052499,-4150.522718,5875.344863
5246.846847,5668.901488,-4106.493998,0.000000,5668.826567,8.098324,-4106.603925,5813.266360
5254.054054,5700.635473,-4062.326738,0.000000,5700.561304,8.143659,-4062.437241,5750.836948
5261.261261,5732.025343,-4017.914259,0.000000,5731.951933,8.188503,-4018.025334,5688.060393
5268.468468,5763.069205,-3973.259242,0.000000,5762.996560,8.232852,-3973.370882,5624.940486
5275.675676,5793.765184,-3928.364382,0.000000,5793.693309,8.276705,-3928.476582,5561.481036
5282.882883,5824.111429,-3883.232390,0.000000,5824.040330,8.320058,-3883.345144,5497.685874
5290.090090,5854.106107,-3837.865989,0.000000,5854.035789,8.362908,-3837.979291,5433.558850
5297.297297,5883.747407,-3792.267920,0.000000,5883.677876,8.405254,-3792.381763,5369.103837
5304.504505,5913.033540,-3746.440934,0.000000,5912.964801,8.447093,-3746.555313,5304.324727
5311.711712,5941.962738,-3700.387798,0.000000,5941.894796,8.488421,-3700.502707,5239.225430
5318.918919,5970.533254,-3654.111293,0.000000,5970.466116,8.529237,-3654.226725,5173.809874
5326.126126,5998.743366,-3607.614210,0.000000,5998.677036,8.569539,-3607.730160,5108.082010
5333.333333,6026.591369,-3560.899357,0.000000,6026.525853,8.609323,-3561.015818,5042.045803
5340.540541,6054.075584,-3513.969554,0.000000,6054.010886,8.648587,-3514.086519,4975.705240
5347.747748,6081.194350,-3466.827633,0.000000,6081.130477,8.687329,-3466.945096,4909.064326
5354.954955,6107.946032,-3419.476440,0.000000,6107.882988,8.725547,-3419.594396,4842.127084
5362.162162,6134.329013,-3371.918834,0.000000,6134.266803,8.763238,-3372.037276,4774.897556
5369.369369,6160.341702,-3324.157686,0.000000,6160.280331,8.800400,-3324.276608,4707.379800
5376.576577,6185.982528,-3276.195880,0.000000,6185.922001,8.837031,-3276.315274,4639.577891
5383.783784,6211.249943,-3228.036310,0.000000,6211.190266,8.873129,-3228.156170,4571.495923
5390.990991,6236.142423,-3179.681882,0.000000,6236.083600,8.908691,-3179.802202,4503.138004
5398.198198,6260.658466,-3131.135516,0.000000,6260.600501,8.943715,-3131.256288,4434.508262
5405.405405,6284.796590,-3082.400141,0.000000,6284.739490,8.978199,-3082.521360,4365.610837
5412.612613,6308.555340,-3033.478701,0.000000,6308.499108,9.012142,-3033.600360,4296.449892
5419.819820,6331.933281,-2984.374148,0.000000,6331.877922,9.045540,-2984.496240,4227.029600
5427.027027,6354.929001,-2935.089448,0.000000,6354.874519,9.078392,-2935.211966,4157.354154
5434.234234,6377.541113,-2885.627575,0.000000,6377.487514,9.110696,-2885.750512,4087.427758
5441.441441,6399.768252,-2835.991513,0.000000,6399.715539,9.142451,-2836.114864,4017.254634
5448.648649,6421.609076,-2786.184261,0.000000,6421.557255,9.173653,-2786.308016,3946.839018
5455.855856,6443.062268,-2736.208823,0.000000,6443.011342,9.204302,-2736.332977,3876.185160
5463.063063,6464.126531,-2686.068216,0.000000,6464.076505,9.234395,-2686.192762,3805.297324
5470.270270,6484.800595,-2635.765468,0.000000,6484.751473,9.263931,-2635.890399,3734.179792
5477.477477,6505.083211,-2585.303616,0.000000,6505.034998,9.292907,-2585.428924,3662.836857
5484.684685,6524.973155,-2534.685705,0.000000,6524.925855,9.321323,-2534.811384,3591.272826
5491.891892,6544.469227,-2483.914791,0.000000,6544.422844,9.349175,-2484.040834,3519.492019
5499.099099,6563.570250,-2432.993938,0.000000,6563.524787,9.376464,-2433.120338,3447.498769
5506.306306,6582.275071,-2381.926221,0.000000,6582.230533,9.403186,-2382.052970,3375.297422
5513.513514,6600.582561,-2330.714721,0.000000,6600.538952,9.429341,-2330.841812,3302.892336
5520.720721,6618.491614,-2279.362529,0.000000,6618.448939,9.454927,-2279.489955,3230.287883
5527.927928,6636.001151,-2227.872747,0.000000,6635.959412,9.479942,-2228.000501,3157.488446
5535.135135,6653.110113,-2176.248482,0.000000,6653.069315,9.504385,-2176.376557,3084.498422
5542.342342,6669.817468,-2124.492851,0.000000,6669.777614,9.528254,-2124.621240,3011.322216
5549.549550,6686.122208,-2072.608979,0.000000,6686.083302,9.551548,-2072.737672,2937.964247
5556.756757,6702.023349,-2020.599995,0.000000,6701.985394,9.574265,-2020.728987,2864.428942
5563.963964,6717.519930,-1968.469040,0.000000,6717.482931,9.596404,-1968.598323,2790.720742
5571.171171,6732.611016,-1916.219261,0.000000,6732.574976,9.617964,-1916.348827,2716.844097
5578.378378,6747.295697,-1863.853811,0.000000,6747.260619,9.638944,-1863.983653,2642.803467
5585.585586,6761.573086,-1811.375852,0.000000,6761.538974,9.659341,-1811.505964,2568.603323
5592.792793,6775.442321,-1758.788552,0.000000,6775.409178,9.679156,-1758.918925,2494.248147
5600.000000,6788.902565,-1706.095085,0.000000,6788.870394,9.698386,-1706.225712,2419.742428
5607.207207,6801.953006,-1653.298633,0.000000,6801.921810,9.717031,-1653.429505,2345.090665
5614.414414,6814.592855,-1600.402380,0.000000,6814.562638,9.735089,-1600.533492,2270.297366
5621.621622,6826.821350,-1547.409522,0.000000,6826.792115,9.752560,-1547.540863,2195.367048
5628.828829,6838.637754,-1494.323255,0.000000,6838.609503,9.769442,-1494.454820,2120.304236
5636.036036,6850.041351,-1441.146786,0.000000,6850.014089,9.785734,-1441.278566,2045.113465
5643.243243,6861.031455,-1387.883324,0.000000,6861.005183,9.801436,-1388.015313,1969.799278
5650.450450,6871.607401,-1334.536084,0.000000,6871.582123,9.816546,-1334.668273,1894.366225
5657.657658,6881.768552,-1281.108287,0.000000,6881.744270,9.831063,-1281.240669,1818.818864
5664.864865,6891.514293,-1227.603158,0.000000,6891.491011,9.844987,-1227.735724,1743.161760
5672.072072,6900.844038,-1174.023926,0.000000,6900.821758,9.858317,-1174.156669,1667.399486
5679.279279,6909.757222,-1120.373824,0.000000,6909.735947,9.871051,-1120.506737,1591.536624
5686.486486,6918.253308,-1066.656093,0.000000,6918.233040,9.883190,-1066.789167,1515.577763
5693.693694,6926.331782,-1012.873975,0.000000,6926.312524,9.894732,-1013.007203,1439.527500
5700.900901,6933.992158,-959.030717,0.000000,6933.973912,9.905677,-959.164090,1363.390439
5708.108108,6941.233973,-905.129568,0.000000,6941.216741,9.916024,-905.263079,1287.171192
5715.315315,6948.056789,-851.173782,0.000000,6948.040574,9.925772,-851.307423,1210.874382
5722.522523,6954.460195,-797.166615,0.000000,6954.444999,9.934921,-797.300378,1134.504642
5729.729730,6960.443804,-743.111329,0.000000,6960.429629,9.943471,-743.245206,1058.066618
5736.936937,6966.007255,-689.011186,0.000000,6965.994104,9.951420,-689.145169,981.564969
5744.144144,6971.150213,-634.869452,0.000000,6971.138087,9.958769,-635.003533,905.004376
5751.351351,6975.872366,-580.689394,0.000000,6975.861269,9.965516,-580.823566,828.389545
5758.558559,6980.173431,-526.474285,0.000000,6980.163362,9.971662,-526.608538,751.725220
5765.765766,6984.053146,-472.227395,0.000000,6984.044110,9.977206,-472.361722,675.016203
5772.972973,6987.511279,-417.952000,0.000000,6987.503275,9.982148,-418.086393,598.267387
5780.180180,6990.547620,-363.651375,0.000000,6990.540651,9.986487,-363.785827,521.483825
5787.387387,6993.161986,-309.328800,0.000000,6993.156054,9.990223,-309.463302,444.670860
5794.594595,6995.354219,-254.987552,0.000000,6995.349326,9.993356,-255.122096,367.834427
5801.801802,6997.124187,-200.630912,0.000000,6997.120334,9.995886,-200.765490,290.981838
5809.009009,6998.471783,-146.262162,0.000000,6998.468971,9.997813,-146.396765,214.124246
5816.216216,6999.396925,-91.884582,0.000000,6999.395157,9.999136,-92.019204,137.287384
5823.423423,6999.899559,-37.501456,0.000000,6999.898835,9.999855,-37.636087,60.604040
5830.630631,6999.979653,16.883934,0.000000,6999.979975,9.999971,16.749301,18.108783
5837.837838,6999.637203,71.268304,0.000000,6999.638572,9.999484,71.133678,93.882206
5845.045045,6998.872229,125.648373,0.000000,6998.874646,9.998392,125.513761,170.671094
5852.252252,6997.684778,180.020857,0.000000,6997.688244,9.996697,179.886268,247.522291
5859.459459,6996.074921,234.382474,0.000000,6996.079438,9.994399,234.247917,324.379553
5866.666667,6994.042755,288.729943,0.000000,6994.048323,9.991498,288.595425,401.226171
5873.873874,6991.588403,343.059984,0.000000,6991.595024,9.987993,342.925513,478.053196
5881.081081,6988.712014,397.369316,0.000000,6988.719688,9.983885,397.234900,554.854069
5888.288288,6985.413760,451.654661,0.000000,6985.422489,9.979175,451.520309,631.623166
5895.495495,6981.693841,505.912742,0.000000,6981.703625,9.973862,505.778463,708.355297
5902.702703,6977.552482,560.140285,0.000000,6977.563321,9.967948,560.006086,785.045488
5909.909910,6972.989932,614.334016,0.000000,6973.001827,9.961431,614.199905,861.688891
5917.117117,6968.006467,668.490664,0.000000,6968.019419,9.954313,668.356649,938.280734
5924.324324,6962.602387,722.606959,0.000000,6962.616397,9.946595,722.473049,1014.816289
5931.531532,6956.778020,776.679634,0.000000,6956.793087,9.938276,776.545837,1091.290863
5938.738739,6950.533715,830.705427,0.000000,6950.549841,9.929357,830.571751,1167.699786
5945.945946,6943.869851,884.681075,0.000000,6943.887036,9.919839,884.547528,1244.038404
5953.153153,6936.786830,938.603321,0.000000,6936.805073,9.909722,938.469912,1320.302078
5960.360360,6929.285078,992.468909,0.000000,6929.304380,9.899006,992.335646,1396.486179
5967.567568,6921.365050,1046.274587,0.000000,6921.385411,9.887693,1046.141478,1472.586088
5974.774775,6913.027222,1100.017109,0.000000,6913.048643,9.875784,1099.884162,1548.597197
5981.981982,6904.272099,1153.693230,0.000000,6904.294579,9.863278,1153.560454,1624.514906
5989.189189,6895.100208,1207.299709,0.000000,6895.123747,9.850177,1207.167112,1700.334620
5996.396396,6885.512104,1260.833312,0.000000,6885.536702,9.836481,1260.700902,1776.051755
6003.603604,6875.508365,1314.290806,0.000000,6875.534021,9.822191,1314.158591,1851.661732
6010.810811,6865.089594,1367.668965,0.000000,6865.116309,9.807309,1367.536953,1927.159982
6018.018018,6854.256422,1420.964565,0.000000,6854.284195,9.791835,1420.832766,2002.541941
6025.225225,6843.009501,1474.174391,0.000000,6843.038332,9.775769,1474.042812,2077.803055
6032.432432,6831.349511,1527.295231,0.000000,6831.379399,9.759113,1527.163880,2152.938779
6039.639640,6819.277155,1580.323878,0.000000,6819.308100,9.741869,1580.192763,2227.944572
6046.846847,6806.793162,1633.257130,0.000000,6806.825164,9.724036,1633.126260,2302.815905
6054.054054,6793.898286,1686.091793,0.000000,6793.931343,9.705616,1685.961175,2377.548254
6061.261261,6780.593305,1738.824677,0.000000,6780.627417,9.686611,1738.694320,2452.137107
6068.468468,6766.879022,1791.452599,0.000000,6766.914189,9.667020,1791.322511,2526.577960
6075.675676,6752.756265,1843.972382,0.000000,6752.792485,9.646846,1843.842572,2600.866317
6082.882883,6738.225886,1896.380856,0.000000,6738.263159,9.626090,1896.251331,2674.997693
